RBF[c1.25g-1].mdl;Ergodic;2;80;68.1481481481482;True
RBF[c1.25g-1].mdl;Ergodic;3;16.6666666666667;21.8518518518519;False
RBF[c1.25g-1].mdl;Ergodic;4;44.8148148148148;38.8888888888889;False
RBF[c1.25g-1].mdl;Ergodic;5;3.33333333333333;7.03703703703704;False
RBF[c1.25g-1].mdl;Ergodic;6;2.96296296296296;5.55555555555556;False
RBF[c1.25g-1].mdl;Ergodic;7;13.3333333333333;14.4444444444444;False
RBF[c1.25g-1].mdl;Ergodic;8;20.7407407407407;15.5555555555556;False
RBF[c1.25g-1].mdl;Ergodic;9;30;32.962962962963;False
RBF[c1.25g-1].mdl;Left-Right;2;98.5185185185185;87.4074074074074;True
RBF[c1.25g-1].mdl;Left-Right;3;58.8888888888889;53.3333333333333;False
RBF[c1.25g-1].mdl;Left-Right;4;55.9259259259259;49.2592592592593;False
RBF[c1.25g-1].mdl;Left-Right;5;33.7037037037037;32.2222222222222;False
RBF[c1.25g-1].mdl;Left-Right;6;47.037037037037;37.4074074074074;False
RBF[c1.25g-1].mdl;Left-Right;7;38.5185185185185;34.8148148148148;False
RBF[c1.25g-1].mdl;Left-Right;8;32.2222222222222;30;False
RBF[c1.25g-1].mdl;Left-Right;9;30.7407407407407;29.2592592592593;False
RBF[c1.25g-1].mdl;Parallel Left-Right;2;83.3333333333333;66.2962962962963;False
RBF[c1.25g-1].mdl;Parallel Left-Right;3;98.5185185185185;88.5185185185185;True
RBF[c1.25g-1].mdl;Parallel Left-Right;4;98.8888888888889;89.2592592592593;True
RBF[c1.25g-1].mdl;Parallel Left-Right;5;40.7407407407407;40.3703703703704;False
RBF[c1.25g-1].mdl;Parallel Left-Right;6;45.9259259259259;45.1851851851852;False
RBF[c1.25g-1].mdl;Parallel Left-Right;7;43.3333333333333;40;False
RBF[c1.25g-1].mdl;Parallel Left-Right;8;42.5925925925926;40.3703703703704;False
RBF[c1.25g-1].mdl;Parallel Left-Right;9;35.1851851851852;29.2592592592593;False
RBF[c1.25g-1].mdl;Full Left-Right;2;98.5185185185185;87.4074074074074;False
RBF[c1.25g-1].mdl;Full Left-Right;3;59.6296296296296;53.3333333333333;False
RBF[c1.25g-1].mdl;Full Left-Right;4;29.6296296296296;28.1481481481481;False
RBF[c1.25g-1].mdl;Full Left-Right;5;11.8518518518519;11.4814814814815;False
RBF[c1.25g-1].mdl;Full Left-Right;6;10.7407407407407;11.1111111111111;False
RBF[c1.25g-1].mdl;Full Left-Right;7;10.3703703703704;11.1111111111111;False
RBF[c1.25g-1].mdl;Full Left-Right;8;0;0;False
RBF[c1.25g-1].mdl;Full Left-Right;9;0;0;False
