temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;0;0;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;1;1;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;2;2;True
temp.mdl;3;3;True
temp.mdl;3;3;True
temp.mdl;3;3;True
